N_d	W_d	N_sch	W_sch	N_trns	W_trns
0.0	0.0	0.0	1.0	3.6	0.183889648862
0.0	0.0	0.0	1.0	3.6	0.0599825122683
0.0	0.0	0.0	1.0	3.6	0.0197083353274
0.0	0.0	0.0	0.106577830928	3.6	0.00861236308861
0.0	0.0	0.0	0.0	3.6	0.0013218554112
0.0	0.0	0.0	0.0	3.6	0.000812900730485
0.0	0.0	0.308875426863	0.0	3.6	0.000812900730485
0.0	0.0	1.0	0.0	3.6	0.000563893335524
0.0	0.0	1.0	0.0	1.71237092127	0.0
0.0	0.0	1.0	0.0	0.571153913829	0.0
0.0	0.0	1.0	0.0	0.191314392545	0.0
0.0	0.0	1.0	0.0	0.0624043713572	0.000117175553496
0.0	0.0	1.0	0.0	0.0205040807719	0.000113511481503
0.0	0.0	1.0	0.0	0.00896009660255	0.0
0.0	0.0	0.854480962004	0.0	0.00137522675916	0.0
0.0	0.0	0.0	0.0	0.000845722480403	0.0
0.0	0.0	0.0	0.0	0.000845722480403	1.48759486865e-05
407.964097229	392.783101618	1.0	1.0	3.6	3.6
567.38185824	547.943417176	1.0	1.0	3.6	3.6
625.649157156	604.67374778	1.0	1.0	3.6	3.6
567.38185824	547.943417176	1.0	1.0	3.6	3.6
407.964097229	392.783101618	1.0	1.0	3.6	3.6
0.0	0.0	0.0	1.0	3.6	3.6
0.0	0.0	0.0	0.635631342539	3.6	3.6
0.0	0.0	0.0	0.0	3.6	3.6
0.0	0.0	0.0	0.0	3.6	3.6
0.0	0.0	0.0	0.0	3.6	3.6
0.0	0.0	0.0	0.0	3.6	3.6
