NASA_sch	WRDC_sch	NASA_trns	WRDC_trns
3656.18249894	2032.72554778	3.6	3.6
3686.16299521	1623.2227417	3.6	3.6
3655.18249894	2031.72554778	3.6	3.6
3685.16299521	1622.2227417	3.6	3.6
3654.18249894	2030.72554778	3.6	3.6
3684.16299521	1621.2227417	3.6	3.6
3653.18249894	2029.72554778	3.6	3.6
3683.16299521	1620.2227417	3.6	3.6
3652.18249894	2028.72554778	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
3771.36530396	2097.06364007	3.6	3.6
3803.58221468	1703.49752851	3.6	3.6
3770.36530396	2096.06364007	3.6	3.6
3802.58221468	1702.49752851	3.6	3.6
3769.36530396	2095.06364007	3.6	3.6
3801.58221468	1701.49752851	3.6	3.6
3768.36530396	2094.06364007	3.6	3.6
3800.58221468	1700.49752851	3.6	3.6
3767.36530396	2093.06364007	3.6	3.6
3799.58221468	1699.49752851	3.6	3.6
3766.36530396	2092.06364007	3.6	3.6
3798.58221468	1698.49752851	3.6	3.6
3765.36530396	2091.06364007	3.6	3.6
3797.58221468	1697.49752851	3.6	3.6
3764.36530396	2090.06364007	3.6	3.6
3796.58221468	1696.49752851	3.6	3.6
3763.36530396	2089.06364007	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
3914.05235552	2185.3157236	3.6	3.6
3949.87477848	1806.37971874	3.6	3.6
3913.05235552	2184.3157236	3.6	3.6
3948.87477848	1805.37971874	3.6	3.6
3912.05235552	2183.3157236	3.6	3.6
3947.87477848	1804.37971874	3.6	3.6
3911.05235552	2182.3157236	3.6	3.6
3946.87477848	1803.37971874	3.6	3.6
3910.05235552	2181.3157236	3.6	3.6
3945.87477848	1802.37971874	3.6	3.6
3909.05235552	2180.3157236	3.6	3.6
3944.87477848	1801.37971874	3.6	3.6
3908.05235552	2179.3157236	3.6	3.6
3943.87477848	1800.37971874	3.6	3.6
3907.05235552	2178.3157236	3.6	3.6
3942.87477848	1799.37971874	3.6	3.6
3906.05235552	2177.3157236	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
4083.41656465	2300.005748	3.6	3.6
4122.69786387	1936.84581904	3.6	3.6
4082.41656465	2299.005748	3.6	3.6
4121.69786387	1935.84581904	3.6	3.6
4081.41656465	2298.005748	3.6	3.6
4120.69786387	1934.84581904	3.6	3.6
4080.41656465	2297.005748	3.6	3.6
4119.69786387	1933.84581904	3.6	3.6
4079.41656465	2296.005748	3.6	3.6
4118.69786387	1932.84581904	3.6	3.6
4078.41656465	2295.005748	3.6	3.6
4117.69786387	1931.84581904	3.6	3.6
4077.41656465	2294.005748	3.6	3.6
4116.69786387	1930.84581904	3.6	3.6
4076.41656465	2293.005748	3.6	3.6
4115.69786387	1929.84581904	3.6	3.6
4075.41656465	2292.005748	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
4263.15035681	2413.38051661	3.6	3.6
4303.13253234	2069.63474301	3.6	3.6
4262.15035681	2412.38051661	3.6	3.6
4302.13253234	2068.63474301	3.6	3.6
4261.15035681	2411.38051661	3.6	3.6
4301.13253234	2067.63474301	3.6	3.6
4260.15035681	2410.38051661	3.6	3.6
4300.13253234	2066.63474301	3.6	3.6
4259.15035681	2409.38051661	3.6	3.6
4299.13253234	2065.63474301	3.6	3.6
4258.15035681	2408.38051661	3.6	3.6
4298.13253234	2064.63474301	3.6	3.6
4257.15035681	2407.38051661	3.6	3.6
4297.13253234	2063.63474301	3.6	3.6
4256.15035681	2406.38051661	3.6	3.6
4296.13253234	2062.63474301	3.6	3.6
4255.15035681	2405.38051661	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
4419.44626094	2501.8158696	3.6	3.6
4459.22486206	2177.17591531	3.6	3.6
4418.44626094	2500.8158696	3.6	3.6
4458.22486206	2176.17591531	3.6	3.6
4417.44626094	2499.8158696	3.6	3.6
4457.22486206	2175.17591531	3.6	3.6
4416.44626094	2498.8158696	3.6	3.6
4456.22486206	2174.17591531	3.6	3.6
4415.44626094	2497.8158696	3.6	3.6
4455.22486206	2173.17591531	3.6	3.6
4414.44626094	2496.8158696	3.6	3.6
4454.22486206	2172.17591531	3.6	3.6
4413.44626094	2495.8158696	3.6	3.6
4453.22486206	2171.17591531	3.6	3.6
4412.44626094	2494.8158696	3.6	3.6
4452.22486206	2170.17591531	3.6	3.6
4411.44626094	2493.8158696	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
4577.44177587	2567.05600214	3.6	3.6
4602.56796723	2260.84687454	3.6	3.6
4576.44177587	2566.05600214	3.6	3.6
4601.56796723	2259.84687454	3.6	3.6
4575.44177587	2565.05600214	3.6	3.6
4600.56796723	2258.84687454	3.6	3.6
4574.44177587	2564.05600214	3.6	3.6
4599.56796723	2257.84687454	3.6	3.6
4573.44177587	2563.05600214	3.6	3.6
4598.56796723	2256.84687454	3.6	3.6
4572.44177587	2562.05600214	3.6	3.6
4597.56796723	2255.84687454	3.6	3.6
4571.44177587	2561.05600214	3.6	3.6
4596.56796723	2254.84687454	3.6	3.6
4570.44177587	2560.05600214	3.6	3.6
4595.56796723	2253.84687454	3.6	3.6
4569.44177587	2559.05600214	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
4685.93461573	2617.56854148	3.6	3.6
4717.45368407	2345.25548161	3.6	3.6
4684.93461573	2616.56854148	3.6	3.6
4716.45368407	2344.25548161	3.6	3.6
4683.93461573	2615.56854148	3.6	3.6
4715.45368407	2343.25548161	3.6	3.6
4682.93461573	2614.56854148	3.6	3.6
4714.45368407	2342.25548161	3.6	3.6
4681.93461573	2613.56854148	3.6	3.6
4713.45368407	2341.25548161	3.6	3.6
4680.93461573	2612.56854148	3.6	3.6
4712.45368407	2340.25548161	3.6	3.6
4679.93461573	2611.56854148	3.6	3.6
4711.45368407	2339.25548161	3.6	3.6
4678.93461573	2610.56854148	3.6	3.6
4710.45368407	2338.25548161	3.6	3.6
4677.93461573	2609.56854148	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
4827.53881508	2690.92354141	3.6	3.6
4858.73301676	2435.6162884	3.6	3.6
4826.53881508	2689.92354141	3.6	3.6
4857.73301676	2434.6162884	3.6	3.6
4825.53881508	2688.92354141	3.6	3.6
4856.73301676	2433.6162884	3.6	3.6
4824.53881508	2687.92354141	3.6	3.6
4855.73301676	2432.6162884	3.6	3.6
4823.53881508	2686.92354141	3.6	3.6
4854.73301676	2431.6162884	3.6	3.6
4822.53881508	2685.92354141	3.6	3.6
4853.73301676	2430.6162884	3.6	3.6
4821.53881508	2684.92354141	3.6	3.6
4852.73301676	2429.6162884	3.6	3.6
4820.53881508	2683.92354141	3.6	3.6
4851.73301676	2428.6162884	3.6	3.6
4819.53881508	2682.92354141	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
5050.76287969	2805.97557678	3.6	3.6
5081.90109665	2567.65941589	3.6	3.6
5049.76287969	2804.97557678	3.6	3.6
5080.90109665	2566.65941589	3.6	3.6
5048.76287969	2803.97557678	3.6	3.6
5079.90109665	2565.65941589	3.6	3.6
5047.76287969	2802.97557678	3.6	3.6
5078.90109665	2564.65941589	3.6	3.6
5046.76287969	2801.97557678	3.6	3.6
5077.90109665	2563.65941589	3.6	3.6
5045.76287969	2800.97557678	3.6	3.6
5076.90109665	2562.65941589	3.6	3.6
5044.76287969	2799.97557678	3.6	3.6
5075.90109665	2561.65941589	3.6	3.6
5043.76287969	2798.97557678	3.6	3.6
5074.90109665	2560.65941589	3.6	3.6
5042.76287969	2797.97557678	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
5300.46782201	2932.02475038	3.6	3.6
5329.33461538	2711.64064314	3.6	3.6
5299.46782201	2931.02475038	3.6	3.6
5328.33461538	2710.64064314	3.6	3.6
5298.46782201	2930.02475038	3.6	3.6
5327.33461538	2709.64064314	3.6	3.6
5297.46782201	2929.02475038	3.6	3.6
5326.33461538	2708.64064314	3.6	3.6
5296.46782201	2928.02475038	3.6	3.6
5325.33461538	2707.64064314	3.6	3.6
5295.46782201	2927.02475038	3.6	3.6
5324.33461538	2706.64064314	3.6	3.6
5294.46782201	2926.02475038	3.6	3.6
5323.33461538	2705.64064314	3.6	3.6
5293.46782201	2925.02475038	3.6	3.6
5322.33461538	2704.64064314	3.6	3.6
5292.46782201	2924.02475038	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
5532.71641224	3052.79479417	3.6	3.6
5564.62577215	2845.39969786	3.6	3.6
5531.71641224	3051.79479417	3.6	3.6
5563.62577215	2844.39969786	3.6	3.6
5530.71641224	3050.79479417	3.6	3.6
5562.62577215	2843.39969786	3.6	3.6
5529.71641224	3049.79479417	3.6	3.6
5561.62577215	2842.39969786	3.6	3.6
5528.71641224	3048.79479417	3.6	3.6
5560.62577215	2841.39969786	3.6	3.6
5527.71641224	3047.79479417	3.6	3.6
5559.62577215	2840.39969786	3.6	3.6
5526.71641224	3046.79479417	3.6	3.6
5558.62577215	2839.39969786	3.6	3.6
5525.71641224	3045.79479417	3.6	3.6
5557.62577215	2838.39969786	3.6	3.6
5524.71641224	3044.79479417	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
5669.58976632	3150.15340462	3.6	3.6
5706.40146092	2956.32222312	3.6	3.6
5668.58976632	3149.15340462	3.6	3.6
5705.40146092	2955.32222312	3.6	3.6
5667.58976632	3148.15340462	3.6	3.6
5704.40146092	2954.32222312	3.6	3.6
5666.58976632	3147.15340462	3.6	3.6
5703.40146092	2953.32222312	3.6	3.6
5665.58976632	3146.15340462	3.6	3.6
5702.40146092	2952.32222312	3.6	3.6
5664.58976632	3145.15340462	3.6	3.6
5701.40146092	2951.32222312	3.6	3.6
5663.58976632	3144.15340462	3.6	3.6
5700.40146092	2950.32222312	3.6	3.6
5662.58976632	3143.15340462	3.6	3.6
5699.40146092	2949.32222312	3.6	3.6
5661.58976632	3142.15340462	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
1.0	1.0	3.6	3.6
5802.1156413	3215.44674977	3.6	3.6
